"","Account","Type","Date","Num","Name","Memo","Split","Debit","Credit","Balance"
"3944","Purchases  (Cost of Goods)","Invoice","2018-02-27","71052","Baker's Professional Lighting:Store #15","Halogen Lamp, 20 watts, Luminous Intensity","Accounts Receivable",6,NA,19807.46
"3945","Purchases  (Cost of Goods)","Invoice","2018-02-27","71052","Baker's Professional Lighting:Store #15","Specialty, Stage & Studio Bulbs  60 watt","Accounts Receivable",10,NA,19817.46
"3946","Purchases  (Cost of Goods)","Invoice","2018-02-27","71052","Baker's Professional Lighting:Store #15","2032 Series, (3-60 watt, Med) Desert Stone Finish","Accounts Receivable",72,NA,19889.46
"3947","Purchases  (Cost of Goods)","Invoice","2018-02-27","71052","Baker's Professional Lighting:Store #15","Tapestry (8/60 watt)  Faux Alabaster Glass","Accounts Receivable",75,NA,19964.46
"3948","Purchases  (Cost of Goods)","Invoice","2018-02-27","71052","Baker's Professional Lighting:Store #15","Drop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF","Accounts Receivable",60,NA,20024.46
"3949","Purchases  (Cost of Goods)","Invoice","2018-02-27","71052","Baker's Professional Lighting:Store #15","Fluorescent Lamp, T-5, Bipin","Accounts Receivable",2.7,NA,20027.16
"3950","Purchases  (Cost of Goods)","Bill","2018-03-09","R909878","Paulsen's Lighting","In bound shipments","Accounts Payable",150,NA,20177.16
"3951","Purchases  (Cost of Goods)","Invoice","2018-03-11","71048","Baker's Professional Lighting:Store #20","Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass","Accounts Receivable",190,NA,20367.16
"3952","Purchases  (Cost of Goods)","Invoice","2018-03-11","71048","Baker's Professional Lighting:Store #20","Polished Brass Pendant, 1-100 watt Medium Base, Clear Ribbed Glass","Accounts Receivable",224,NA,20591.16
"3953","Purchases  (Cost of Goods)","Invoice","2018-03-11","71048","Baker's Professional Lighting:Store #20","Golden Umber (100 watt)  Six Light Chandelier","Accounts Receivable",170,NA,20761.16
"3954","Purchases  (Cost of Goods)","Invoice","2018-03-11","71048","Baker's Professional Lighting:Store #20","Pendant Bar, Cobblestone, 50lbs. max","Accounts Receivable",11.37,NA,20772.53
"3955","Purchases  (Cost of Goods)","Invoice","2018-03-11","71048","Baker's Professional Lighting:Store #20","Broadway Collection, Polished Brass, 6 Light (60 watt max)","Accounts Receivable",90,NA,20862.53
"3956","Purchases  (Cost of Goods)","Invoice","2018-03-11","71048","Baker's Professional Lighting:Store #20","Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.","Accounts Receivable",19.19,NA,20881.72
"3957","Purchases  (Cost of Goods)","Invoice","2018-03-11","71048","Baker's Professional Lighting:Store #20","Cand. Light, 20 watts (8 pack)","Accounts Receivable",12,NA,20893.72
"3958","Purchases  (Cost of Goods)","Invoice","2018-03-11","71048","Baker's Professional Lighting:Store #20","Specialty Bulbs, 100 watt (6 pack)","Accounts Receivable",4.75,NA,20898.47
"3959","Purchases  (Cost of Goods)","Invoice","2018-03-12","71049","Lavery Lighting & Design:Store #JL-06","Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10","Accounts Receivable",75,NA,20973.47
"3960","Purchases  (Cost of Goods)","Invoice","2018-03-12","71049","Lavery Lighting & Design:Store #JL-06","Frosted Taupe (3/60 watt)  Marble Glass  ","Accounts Receivable",535.26,NA,21508.73
"3961","Purchases  (Cost of Goods)","Invoice","2018-03-12","71049","Lavery Lighting & Design:Store #JL-06","Brushed Nickel, (3-60 watt, Med) Ribbed Glass","Accounts Receivable",120,NA,21628.73
"3962","Purchases  (Cost of Goods)","Invoice","2018-03-12","71049","Lavery Lighting & Design:Store #JL-06","Vianne Lanterns, Satin Antiqued Solid Brass, 3-light wall latern, Candelabra base (60 watt max)","Accounts Receivable",481.43,NA,22110.16
"3963","Purchases  (Cost of Goods)","Invoice","2018-03-12","71049","Lavery Lighting & Design:Store #JL-06","Athena Collection, Pendant, Textured White, Med. Base, 100 watt max.","Accounts Receivable",360,NA,22470.16
"3964","Purchases  (Cost of Goods)","Invoice","2018-03-12","71049","Lavery Lighting & Design:Store #JL-06","Pendant Bar, Textured White, 50lbs max","Accounts Receivable",40,NA,22510.16
"3965","Purchases  (Cost of Goods)","Invoice","2018-03-12","71049","Lavery Lighting & Design:Store #JL-06","Sunset, Clear Glass, 1-100 watt max.","Accounts Receivable",105,NA,22615.16
"3966","Purchases  (Cost of Goods)","Invoice","2018-03-12","71049","Lavery Lighting & Design:Store #JL-06","Specialty, Stage & Studio Bulbs  60 watt","Accounts Receivable",37.5,NA,22652.66
"3967","Purchases  (Cost of Goods)","Invoice","2018-03-12","71049","Lavery Lighting & Design:Store #JL-06","Specialty Bulbs, 100 watt (6 pack)","Accounts Receivable",9.5,NA,22662.16
"3968","Purchases  (Cost of Goods)","Invoice","2018-03-15","71056","Miscellaneous - Retail:Mr. Fred Kaseman","Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass","Accounts Receivable",190,NA,22852.16
"3969","Purchases  (Cost of Goods)","Invoice","2018-03-15","71056","Miscellaneous - Retail:Mr. Fred Kaseman","Black Finish, Solid Brass, Hanging w/Clear Glass (2x60watt max)","Accounts Receivable",120,NA,22972.16
"3970","Purchases  (Cost of Goods)","Invoice","2018-03-15","71056","Miscellaneous - Retail:Mr. Fred Kaseman","Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max","Accounts Receivable",280,NA,23252.16
"3971","Purchases  (Cost of Goods)","Invoice","2018-03-15","71056","Miscellaneous - Retail:Mr. Fred Kaseman","Pendant Bar, Cobblestone, 50lbs. max","Accounts Receivable",45.48,NA,23297.64
"3972","Purchases  (Cost of Goods)","Invoice","2018-03-15","71056","Miscellaneous - Retail:Mr. Fred Kaseman","Frosted Taupe (3/60 watt)  Marble Glass  ","Accounts Receivable",178.42,NA,23476.06
"3973","Purchases  (Cost of Goods)","Invoice","2018-03-15","71056","Miscellaneous - Retail:Mr. Fred Kaseman","Broadway Collection, Polished Brass, 6 Light (60 watt max)","Accounts Receivable",90,NA,23566.06
"3974","Purchases  (Cost of Goods)","Invoice","2018-03-26","71065","Godwin Lighting Depot:Store #303","Vianne Lanterns, Satin Antiqued Solid Brass, 3-light wall latern, Candelabra base (60 watt max)","Accounts Receivable",192.57,NA,23758.63
"3975","Purchases  (Cost of Goods)","Invoice","2018-03-26","71065","Godwin Lighting Depot:Store #303","Renaissance Collection, (100 watt max) Millstone Finish, One-light","Accounts Receivable",131.82,NA,23890.45
"3976","Purchases  (Cost of Goods)","Invoice","2018-03-26","71065","Godwin Lighting Depot:Store #303","Drop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF","Accounts Receivable",40,NA,23930.45
"3977","Purchases  (Cost of Goods)","Invoice","2018-03-26","71065","Godwin Lighting Depot:Store #303","Beveled Mirror, Etched Ribbed Glass (75 watt max)","Accounts Receivable",72.38,NA,24002.83
"3978","Purchases  (Cost of Goods)","Invoice","2018-03-26","71065","Godwin Lighting Depot:Store #303","Chestnut (3/60 watt)  Marble Glass","Accounts Receivable",195.56,NA,24198.39
"3979","Purchases  (Cost of Goods)","Invoice","2018-03-26","71065","Godwin Lighting Depot:Store #303","2032 Series, (3-60 watt, Med) Desert Stone Finish","Accounts Receivable",60,NA,24258.39
"3980","Purchases  (Cost of Goods)","Invoice","2018-03-26","71065","Godwin Lighting Depot:Store #303","Pearl Nickle, 5 Light, Medium Base (100 watt max)","Accounts Receivable",80,NA,24338.39
"3981","Purchases  (Cost of Goods)","Invoice","2018-03-26","71065","Godwin Lighting Depot:Store #303","Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max","Accounts Receivable",280,NA,24618.39
"3982","Purchases  (Cost of Goods)","Invoice","2018-03-26","71065","Godwin Lighting Depot:Store #303","Pendant Bar, Cobblestone, 50lbs. max","Accounts Receivable",45.48,NA,24663.87
"3983","Purchases  (Cost of Goods)","Invoice","2018-03-26","71065","Godwin Lighting Depot:Store #303","Cand. Light, 20 watts (8 pack)","Accounts Receivable",36,NA,24699.87
"3984","Purchases  (Cost of Goods)","Invoice","2018-03-26","71065","Godwin Lighting Depot:Store #303","Fluorescent Lamp, T-12, Medium Bipin  (30pack)","Accounts Receivable",6.34,NA,24706.21
"3985","Purchases  (Cost of Goods)","Invoice","2018-03-26","71065","Godwin Lighting Depot:Store #303","Halogen Lamp, 20 watts, Luminous Intensity","Accounts Receivable",24,NA,24730.21
"3986","Purchases  (Cost of Goods)","Invoice","2018-03-26","71065","Godwin Lighting Depot:Store #303","Specialty Bulbs, 100 watt (6 pack)","Accounts Receivable",9.5,NA,24739.71
"3987","Purchases  (Cost of Goods)","Invoice","2018-03-26","71065","Godwin Lighting Depot:Store #303","Specialty, Stage & Studio Bulbs  60 watt","Accounts Receivable",22.5,NA,24762.21
"3988","Purchases  (Cost of Goods)","Invoice","2018-03-27","71060","Godwin Lighting Depot:Store #404","Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.","Accounts Receivable",57.57,NA,24819.78
"3989","Purchases  (Cost of Goods)","Invoice","2018-03-27","71060","Godwin Lighting Depot:Store #404","Black Finish, Solid Brass,Wall Mount w/Clear Glass (2x60watt max)","Accounts Receivable",200,NA,25019.78
"3990","Purchases  (Cost of Goods)","Invoice","2018-03-27","71060","Godwin Lighting Depot:Store #404","Tapestry (8/60 watt)  Faux Alabaster Glass","Accounts Receivable",150,NA,25169.78
"3991","Purchases  (Cost of Goods)","Invoice","2018-03-27","71060","Godwin Lighting Depot:Store #404","Athena Collection, (100 watt max) Copper Verde, Seeded Glass","Accounts Receivable",160.71,NA,25330.49
"3992","Purchases  (Cost of Goods)","Invoice","2018-03-27","71060","Godwin Lighting Depot:Store #404","Broadway Collection, Polished Chrome, 4 Light (60 watt max)","Accounts Receivable",126,NA,25456.49
"3993","Purchases  (Cost of Goods)","Invoice","2018-03-27","71060","Godwin Lighting Depot:Store #404","Halogen Lamp, Volts:3.5  Tubular","Accounts Receivable",5,NA,25461.49
"3994","Purchases  (Cost of Goods)","Invoice","2018-03-27","71060","Godwin Lighting Depot:Store #404","Specialty Bulbs, 100 watt (6 pack)","Accounts Receivable",9.5,NA,25470.99
"3995","Purchases  (Cost of Goods)","Invoice","2018-03-27","71060","Godwin Lighting Depot:Store #404","Specialty, Stage & Studio Bulbs  60 watt","Accounts Receivable",17.5,NA,25488.49
"3996","Purchases  (Cost of Goods)","Invoice","2018-03-27","71060","Godwin Lighting Depot:Store #404","Fluorescent Lamp, T-12, Medium Bipin  (30pack)","Accounts Receivable",6.34,NA,25494.83
"3997","Purchases  (Cost of Goods)","Invoice","2018-03-27","71060","Godwin Lighting Depot:Store #404","Domes, White, 59x21x6 5/8 ht, 120v HPF","Accounts Receivable",36,NA,25530.83
"3998","Purchases  (Cost of Goods)","Invoice","2018-03-28","71071","Dan A. North Builders:McCarthy Properties","Flat Glass, (25 watt max) Polished Brass, 4 light","Accounts Receivable",750,NA,26280.83
"3999","Purchases  (Cost of Goods)","Invoice","2018-03-28","71071","Dan A. North Builders:McCarthy Properties","Domes, White, 59x21x6 5/8 ht, 120v HPF","Accounts Receivable",1800,NA,28080.83
"4000","Purchases  (Cost of Goods)","Invoice","2018-03-28","71071","Dan A. North Builders:McCarthy Properties","Flush Mount, Polished Brass (2, 13 watt)  White acrylic diffuser","Accounts Receivable",400,NA,28480.83
"4001","Purchases  (Cost of Goods)","Invoice","2018-03-28","71071","Dan A. North Builders:McCarthy Properties","Halogen Lamp, Volts:3.5  Tubular","Accounts Receivable",50,NA,28530.83
"4002","Purchases  (Cost of Goods)","Invoice","2018-03-28","71071","Dan A. North Builders:McCarthy Properties","Fluorescent Lamp, T-5, Bipin","Accounts Receivable",30,NA,28560.83
"4003","Purchases  (Cost of Goods)","Invoice","2018-03-28","71071","Dan A. North Builders:McCarthy Properties","Fluorescent Lamp, T-12, Medium Bipin  (30pack)","Accounts Receivable",63.43,NA,28624.26
"4004","Purchases  (Cost of Goods)","Invoice","2018-03-28","71071","Dan A. North Builders:McCarthy Properties","Drop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF","Accounts Receivable",640,NA,29264.26
"4005","Purchases  (Cost of Goods)","Invoice","2018-03-28","71125","Kern Lighting Warehouse:Store #45","Vianne Lanterns, Satin Antiqued Solid Brass, 3-light wall latern, Candelabra base (60 watt max)","Accounts Receivable",1396.14,NA,30660.4
"4006","Purchases  (Cost of Goods)","Invoice","2018-03-28","71125","Kern Lighting Warehouse:Store #45","Cand. Light, 20 watts (8 pack)","Accounts Receivable",2400,NA,33060.4
"4007","Purchases  (Cost of Goods)","Invoice","2018-04-10","71057","Miscellaneous - Retail:Mr. Jay Jessen","Chestnut (3/60 watt)  Marble Glass","Accounts Receivable",293.33,NA,33353.73
"4008","Purchases  (Cost of Goods)","Invoice","2018-04-10","71057","Miscellaneous - Retail:Mr. Jay Jessen","Domes, White, 59x21x6 5/8 ht, 120v HPF","Accounts Receivable",72,NA,33425.73
"4009","Purchases  (Cost of Goods)","Invoice","2018-04-10","71057","Miscellaneous - Retail:Mr. Jay Jessen","Drop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF","Accounts Receivable",40,NA,33465.73
"4010","Purchases  (Cost of Goods)","Invoice","2018-04-13","71126","Kern Lighting Warehouse:Store #13","Golden Umber (100 watt)  Six Light Chandelier","Accounts Receivable",3400,NA,36865.73
"4011","Purchases  (Cost of Goods)","Invoice","2018-04-16","71087","Cole Home Builders:Phase 1 - Lot 5","Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass","Accounts Receivable",231.19,NA,37096.92
"4012","Purchases  (Cost of Goods)","Invoice","2018-04-16","71087","Cole Home Builders:Phase 1 - Lot 5","Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10","Accounts Receivable",90,NA,37186.92
"4013","Purchases  (Cost of Goods)","Invoice","2018-04-16","71087","Cole Home Builders:Phase 1 - Lot 5","Pearl Nickle, 5 Light, Medium Base (100 watt max)","Accounts Receivable",160,NA,37346.92
"4014","Purchases  (Cost of Goods)","Invoice","2018-04-16","71087","Cole Home Builders:Phase 1 - Lot 5","Sunset, Clear Glass, 1-100 watt max.","Accounts Receivable",70,NA,37416.92
"4015","Purchases  (Cost of Goods)","Invoice","2018-04-16","71087","Cole Home Builders:Phase 1 - Lot 5","Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.","Accounts Receivable",57.66,NA,37474.58
"4016","Purchases  (Cost of Goods)","Invoice","2018-04-16","71087","Cole Home Builders:Phase 1 - Lot 5","Burnished Brass (60 watt)  w/Golden Umber Accents","Accounts Receivable",75,NA,37549.58
"4017","Purchases  (Cost of Goods)","Invoice","2018-04-16","71087","Cole Home Builders:Phase 1 - Lot 5","Chestnut (3/60 watt)  Marble Glass","Accounts Receivable",97.78,NA,37647.36
"4018","Purchases  (Cost of Goods)","Invoice","2018-04-16","71087","Cole Home Builders:Phase 1 - Lot 5","Pendant Bar, Textured White, 50lbs max","Accounts Receivable",10.77,NA,37658.13
"4019","Purchases  (Cost of Goods)","Invoice","2018-04-16","71087","Cole Home Builders:Phase 1 - Lot 5","Athena Collection, (100 watt max) Copper Verde, Seeded Glass","Accounts Receivable",32.14,NA,37690.27
"4020","Purchases  (Cost of Goods)","Invoice","2018-04-16","71087","Cole Home Builders:Phase 1 - Lot 5","Cand. Light, 20 watts (8 pack)","Accounts Receivable",24,NA,37714.27
"4021","Purchases  (Cost of Goods)","Invoice","2018-04-16","71087","Cole Home Builders:Phase 1 - Lot 5","Fluorescent Lamp, T-12, Medium Bipin  (30pack)","Accounts Receivable",6.34,NA,37720.61
"4022","Purchases  (Cost of Goods)","Invoice","2018-04-16","71087","Cole Home Builders:Phase 1 - Lot 5","Fluorescent Lamp, T-5, Bipin","Accounts Receivable",6,NA,37726.61
"4023","Purchases  (Cost of Goods)","Invoice","2018-04-16","71087","Cole Home Builders:Phase 1 - Lot 5","Halogen Lamp, Volts:3.5  Tubular","Accounts Receivable",2.5,NA,37729.11
"4024","Purchases  (Cost of Goods)","Invoice","2018-04-16","71087","Cole Home Builders:Phase 1 - Lot 5","Specialty Bulbs, 100 watt (6 pack)","Accounts Receivable",9.5,NA,37738.61
"4025","Purchases  (Cost of Goods)","Invoice","2018-04-16","71087","Cole Home Builders:Phase 1 - Lot 5","Specialty, Stage & Studio Bulbs  60 watt","Accounts Receivable",20,NA,37758.61
"4026","Purchases  (Cost of Goods)","Invoice","2018-04-16","71087","Cole Home Builders:Phase 1 - Lot 5","Flat Glass, (25 watt max) Polished Brass, 4 light","Accounts Receivable",48.49,NA,37807.1
"4027","Purchases  (Cost of Goods)","Invoice","2018-04-16","71087","Cole Home Builders:Phase 1 - Lot 5","Beveled Mirror, Etched Ribbed Glass (75 watt max)","Accounts Receivable",48.99,NA,37856.09
"4028","Purchases  (Cost of Goods)","Bill","2018-04-16","0987","Paulsen's Lighting","In bound shipments","Accounts Payable",100,NA,37956.09
"4029","Purchases  (Cost of Goods)","Invoice","2018-04-17","71061","Godwin Lighting Depot:Store #202","Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.","Accounts Receivable",57.66,NA,38013.75
"4030","Purchases  (Cost of Goods)","Invoice","2018-04-17","71061","Godwin Lighting Depot:Store #202","Black Finish, Solid Brass,Wall Mount w/Clear Glass (2x60watt max)","Accounts Receivable",200,NA,38213.75
"4031","Purchases  (Cost of Goods)","Invoice","2018-04-17","71061","Godwin Lighting Depot:Store #202","Tapestry (8/60 watt)  Faux Alabaster Glass","Accounts Receivable",150,NA,38363.75
"4032","Purchases  (Cost of Goods)","Invoice","2018-04-17","71061","Godwin Lighting Depot:Store #202","Athena Collection, (100 watt max) Copper Verde, Seeded Glass","Accounts Receivable",160.71,NA,38524.46
"4033","Purchases  (Cost of Goods)","Invoice","2018-04-17","71061","Godwin Lighting Depot:Store #202","Broadway Collection, Polished Chrome, 4 Light (60 watt max)","Accounts Receivable",126,NA,38650.46
"4034","Purchases  (Cost of Goods)","Invoice","2018-04-17","71061","Godwin Lighting Depot:Store #202","Halogen Lamp, Volts:3.5  Tubular","Accounts Receivable",5,NA,38655.46
"4035","Purchases  (Cost of Goods)","Invoice","2018-04-17","71061","Godwin Lighting Depot:Store #202","Specialty Bulbs, 100 watt (6 pack)","Accounts Receivable",9.5,NA,38664.96
"4036","Purchases  (Cost of Goods)","Invoice","2018-04-17","71061","Godwin Lighting Depot:Store #202","Specialty, Stage & Studio Bulbs  60 watt","Accounts Receivable",17.5,NA,38682.46
